ID Cliente,Nombre,Edad,Género,Provincia,Nivel de Ingresos,Ocupación
1103,Áurea Ariza Reina,74,Masculino,Río Negro,Medio,"Conservator, furniture"
1104,Saturnina Bravo Arregui,18,Femenino,Entre Ríos,Bajo,Legal executive
1105,Mauricio Royo Serrano,24,Masculino,Corrientes,Medio,Chartered legal executive (England and Wales)
1106,Luz Aroca Marco,44,Femenino,Santa Cruz,Medio,"Lecturer, further education"
1107,Sergio Céspedes Padilla,38,Femenino,La Rioja,Medio,English as a foreign language teacher
1108,Judith de Tena,45,Masculino,Formosa,Medio,Dancer
1109,Rico Valdés Chamorro,33,Femenino,Misiones,Medio,Actuary
1110,Gabino Matas Ayuso,73,Femenino,Santa Cruz,Medio,"Teacher, adult education"
1111,Azahar Gallart Guillén,63,Masculino,Buenos Aires,Medio,"Engineer, production"
1112,Fidela del Clavero,40,Femenino,Jujuy,Bajo,Physiotherapist
1113,Fabián del Bonilla,69,Masculino,Salta,Bajo,"Pharmacist, hospital"
1114,Brunilda Rios Guardiola,37,Masculino,Salta,Medio,Chartered management accountant
1115,Miguel Ángel Lamas Lloret,55,Masculino,Salta,Alto,"Production assistant, television"
1116,Alfonso del Mayol,71,Masculino,Chaco,Alto,Actor
1117,Pastora Roda Arteaga,42,Femenino,Salta,Alto,Retail buyer
1118,Olivia Carro Rodríguez,45,Masculino,San Juan,Medio,"Presenter, broadcasting"
1119,Custodio Serra Pedrosa,22,Femenino,Santa Cruz,Medio,Event organiser
1120,Marisela Benito,73,Masculino,Tierra del Fuego,Medio,Public house manager
1121,Sandra Losada Aguado,38,Otro,CABA,Medio,Patent attorney
1122,Cesar Maximiliano Doménech Canales,35,Femenino,Entre Ríos,Medio,Multimedia specialist
1123,María Luisa del Velasco,64,Femenino,Mendoza,Bajo,Product designer
1124,Trini Tudela-Manrique,23,Masculino,Tierra del Fuego,Bajo,Regulatory affairs officer
1125,Hernando Batlle Giner,74,Masculino,Santiago del Estero,Medio,"Designer, fashion/clothing"
1126,Eligio Pou Leal,46,Masculino,Santa Cruz,Medio,Cartographer
1127,Albina Riera Julián,36,Femenino,Santiago del Estero,Bajo,"Geologist, wellsite"
1128,Zaida Benitez Rios,50,Femenino,Neuquén,Bajo,Cartographer
1129,Flavio del Acevedo,18,Masculino,Santa Cruz,Alto,Architect
1130,Prudencia del Salcedo,62,Masculino,Tierra del Fuego,Medio,Quarry manager
1131,Guillermo Viña Cámara,20,Femenino,Formosa,Medio,Pension scheme manager
1132,Donato Pulido,59,Masculino,Catamarca,Medio,Psychiatric nurse
1133,Trini Pía Arias Donoso,38,Femenino,Catamarca,Medio,Minerals surveyor
1134,Lourdes Bertrán Diego,52,Femenino,CABA,Bajo,Tourism officer
1135,Eli Esmeralda Baños Badía,58,Femenino,Buenos Aires,Medio,Marine scientist
1136,Eleuterio del Casanova,57,Masculino,Misiones,Medio,Podiatrist
1137,Abel Muro Diéguez,20,Masculino,Salta,Bajo,Database administrator
1138,Luís Porcel Ponce,42,Femenino,Mendoza,Bajo,Chief Executive Officer
1139,Mayte Márquez Pinto,62,Femenino,San Luis,Bajo,Radiation protection practitioner
1140,Cándido Rivas-Requena,55,Masculino,Tierra del Fuego,Medio,Civil Service fast streamer
1141,Gema Santiago Ferrera,62,Masculino,Neuquén,Bajo,Paramedic
1142,Melisa Barroso Miguel,72,Femenino,Misiones,Medio,Marketing executive
1143,Loida Marín Tirado,37,Femenino,CABA,Medio,Exhibition designer
1144,Jonatan Moya Murillo,69,Femenino,Corrientes,Medio,Claims inspector/assessor
1145,Herminio Alemany Goicoechea,61,Otro,Salta,Medio,"Geologist, engineering"
1146,Dan de Castellanos,62,Masculino,San Juan,Bajo,Archivist
1147,Virgilio Guzman,51,Masculino,Córdoba,Medio,Pensions consultant
1148,Manolo del Bayona,38,Femenino,Santa Fe,Medio,"Nurse, adult"
1149,Hernando Avilés Machado,73,Femenino,Entre Ríos,Bajo,Clinical molecular geneticist
1150,Angelino Herberto Miralles Ramis,72,Masculino,CABA,Medio,Lobbyist
1151,Cristóbal de Leiva,65,Masculino,Buenos Aires,Alto,"Teacher, music"
1152,Lucas Arnau Alegria,40,Femenino,Río Negro,Bajo,Statistician
1153,Anunciación Laguna Pineda,23,Masculino,Corrientes,Medio,Communications engineer
1154,Onofre Bellido Velázquez,68,Masculino,Santiago del Estero,Medio,Estate manager/land agent
1155,Vidal Bernat Sandoval,70,Femenino,Tucumán,Medio,"Conservator, furniture"
1156,Ángela Valero Alcolea,30,Femenino,La Pampa,Medio,"Teacher, special educational needs"
1157,Cosme Gutiérrez Codina,66,Femenino,Neuquén,Bajo,Housing manager/officer
1158,Mariana Arce Carreño,40,Masculino,Mendoza,Bajo,"Scientist, clinical (histocompatibility and immunogenetics)"
1159,Ruben Josep Vilalta Esteban,26,Femenino,Tucumán,Medio,Quarry manager
1160,Lucía Lara Vendrell Morcillo,34,Femenino,CABA,Medio,Police officer
1161,Bernarda Pareja Criado,19,Femenino,Misiones,Alto,Clinical embryologist
1162,Toni del Sanmartín,36,Femenino,Tucumán,Bajo,Historic buildings inspector/conservation officer
1163,Amílcar Doménech-Niño,36,Masculino,Córdoba,Medio,Geochemist
1164,Bernarda Bermejo,73,Masculino,Formosa,Bajo,"Embryologist, clinical"
1165,Juan José Vicente Acevedo,24,Masculino,Corrientes,Bajo,"Engineer, civil (contracting)"
1166,Julie Fuertes Saez,71,Masculino,San Juan,Medio,Architect
1167,Lalo Anguita Rueda,59,Femenino,Tucumán,Bajo,Accommodation manager
1168,Rosario Sastre Pons,59,Femenino,Formosa,Bajo,Immunologist
1169,Loreto de Gallo,37,Femenino,Tierra del Fuego,Bajo,Water engineer
1170,Lorenza Ana Belén Murcia Pons,26,Femenino,Chaco,Bajo,Printmaker
1171,Toribio Cerdán,34,Masculino,Formosa,Alto,Insurance account manager
1172,Fito Cuadrado Rebollo,44,Masculino,Chaco,Medio,Maintenance engineer
1173,Arturo Rico Abellán,64,Masculino,La Rioja,Bajo,"Engineer, land"
1174,Maura Barrena Gordillo,19,Masculino,Chaco,Alto,"Scientist, water quality"
1175,Marcos Juan Pablo Aranda Vallés,53,Masculino,Tucumán,Medio,Adult guidance worker
1176,Marco Ariño Rius,36,Femenino,Santa Cruz,Alto,"Investment banker, operational"
1177,Cosme Aurelio Villalonga Iniesta,34,Otro,Misiones,Bajo,Race relations officer
1178,Emma Pera,22,Masculino,Tucumán,Medio,Network engineer
1179,Celia Varela Mas,56,Masculino,Tucumán,Alto,Advertising account executive
1180,Paulina Torres Cal,35,Femenino,Corrientes,Bajo,Catering manager
1181,Inocencio Armengol Cerezo,70,Masculino,Mendoza,Alto,Public librarian
1182,Luisina Angélica Alcázar Vargas,71,Femenino,Santiago del Estero,Medio,Research scientist (medical)
1183,Omar Pla,24,Femenino,Entre Ríos,Alto,Training and development officer
1184,Elena Bosch Abad,34,Femenino,Tierra del Fuego,Bajo,Exhibition designer
1185,Zaida Parejo Cámara,56,Masculino,Chubut,Bajo,"Therapist, speech and language"
1186,Perlita Cañellas Bas,53,Femenino,La Rioja,Bajo,Information systems manager
1187,Beatriz del Ripoll,57,Masculino,Mendoza,Alto,Energy manager
1188,Encarnacion Marin Reig,62,Femenino,Santa Cruz,Bajo,Sales promotion account executive
1189,Josefa Moya-Sancho,21,Masculino,Misiones,Medio,Sales promotion account executive
1190,Juan Bautista Ferrando Sánchez,55,Masculino,San Juan,Medio,Marine scientist
1191,Jose Antonio Gual Guijarro,42,Femenino,Tucumán,Bajo,"Teacher, early years/pre"
1192,Lorena Mora-Blanes,22,Femenino,Santa Cruz,Bajo,"Investment banker, corporate"
1193,Julián Revilla Ricart,47,Femenino,Chaco,Medio,Agricultural consultant
1194,Clarisa Álvaro,29,Femenino,Santa Fe,Medio,Rural practice surveyor
1195,Aura Estévez-Bayona,21,Femenino,San Juan,Bajo,Fine artist
1196,Teresita del Cano,41,Masculino,Corrientes,Alto,Illustrator
1197,Charo Sales,46,Femenino,Neuquén,Medio,Prison officer
1198,Olivia Borrego Mateos,26,Femenino,Santa Fe,Medio,"Designer, industrial/product"
1199,Salvador Ávila Arco,21,Femenino,Córdoba,Medio,Comptroller
1200,Cristian Lucas,68,Femenino,Río Negro,Bajo,"Psychologist, clinical"
1201,Nicolás Corral Llorente,41,Masculino,Santa Cruz,Medio,"Surveyor, building"
1202,Ciríaco del Céspedes,31,Femenino,Tucumán,Medio,Acupuncturist
1203,Palmira Armas,22,Masculino,Entre Ríos,Bajo,Advertising account executive
1204,Eliana Rocamora Torre,35,Masculino,Santa Fe,Medio,"Conservation officer, historic buildings"
1205,Dionisia Velasco Gabaldón,59,Femenino,Río Negro,Bajo,"Investment banker, operational"
1206,Josué de Zapata,74,Masculino,Santiago del Estero,Medio,"Journalist, magazine"
1207,Pascuala Corominas Ureña,36,Femenino,Río Negro,Medio,"Administrator, arts"
1208,Dionisio Uribe López,29,Masculino,Catamarca,Medio,"Physicist, medical"
1209,Isaura Bello Folch,35,Masculino,Salta,Bajo,Ship broker
1210,Salomón Hervás-Toledo,34,Femenino,Formosa,Alto,Local government officer
1211,Artemio de Salcedo,47,Femenino,Catamarca,Bajo,Television/film/video producer
1212,Elías Alfonso Sanabria,41,Femenino,Santa Cruz,Medio,Minerals surveyor
1213,Custodia Giralt-Palmer,28,Femenino,Corrientes,Medio,"Scientist, research (life sciences)"
1214,Cristóbal Renato Pedraza Aliaga,52,Femenino,San Juan,Medio,Electronics engineer
1215,Raquel de Mendizábal,40,Masculino,La Rioja,Bajo,Chief Strategy Officer
1216,Marta Ripoll Herrera,34,Masculino,San Luis,Medio,Pathologist
1217,Mauricio Pinto,18,Masculino,Río Negro,Bajo,Automotive engineer
1218,Azahara Pomares Martín,32,Femenino,Santiago del Estero,Medio,Tour manager
1219,Macario de Llorens,49,Femenino,Tucumán,Medio,Naval architect
1220,Fabio Aparicio,26,Masculino,Salta,Medio,Television/film/video producer
1221,Nazaret Adán Verdejo,32,Femenino,Santa Cruz,Medio,Event organiser
1222,Eva Nicolasa Iriarte Antón,45,Femenino,Neuquén,Alto,"Engineer, land"
1223,Galo Olivera Álvaro,41,Masculino,Buenos Aires,Bajo,Outdoor activities/education manager
1224,Victoria Osorio-Roda,52,Masculino,CABA,Alto,Information officer
1225,Nazario Zamora,39,Femenino,Entre Ríos,Bajo,Garment/textile technologist
1226,Isaías Murcia-Perelló,44,Femenino,Santiago del Estero,Medio,Tour manager
1227,Toribio Aurelio Segovia Ródenas,36,Femenino,CABA,Medio,Radio broadcast assistant
1228,Abril Jaén Bayo,62,Masculino,San Luis,Medio,Contractor
1229,Teobaldo Donato Sancho Osuna,29,Otro,Formosa,Bajo,Ship broker
1230,Vinicio Plinio Peral Hernando,37,Masculino,Formosa,Medio,Youth worker
1231,Miguel Uribe Rocha,18,Masculino,Mendoza,Bajo,Regulatory affairs officer
1232,Valentín Ródenas Sosa,38,Otro,Córdoba,Bajo,"Restaurant manager, fast food"
1233,Bernarda de Morales,66,Masculino,Neuquén,Bajo,"Administrator, charities/voluntary organisations"
1234,Bernardino Pons Alfonso,62,Femenino,San Luis,Medio,Call centre manager
1235,Mireia Lorenzo-Cano,18,Masculino,Santa Fe,Bajo,"Engineer, materials"
1236,Noelia de Ferreras,27,Femenino,Neuquén,Bajo,Metallurgist
1237,María Belén Rosalía Martinez Lastra,64,Femenino,San Juan,Bajo,"Programmer, multimedia"
1238,Amor Atienza Dávila,49,Masculino,Corrientes,Bajo,Logistics and distribution manager
1239,Eleuterio Segura Moll,56,Femenino,La Pampa,Medio,IT technical support officer
1240,Lina Escrivá Ariza,39,Masculino,Entre Ríos,Alto,Actor
1241,Norberto Olivares-Elías,35,Femenino,Córdoba,Bajo,Horticultural consultant
1242,Timoteo Quintana-Flor,65,Masculino,Entre Ríos,Medio,"Engineer, communications"
1243,Haydée Valera Tena,63,Masculino,CABA,Medio,Aeronautical engineer
1244,Yéssica Noriega Sarabia,49,Masculino,San Luis,Medio,Dietitian
1245,Macaria Castejón Barba,44,Masculino,Río Negro,Medio,Photographer
1246,Francisca Burgos Paredes,45,Femenino,Corrientes,Bajo,"Psychotherapist, dance movement"
1247,Adelaida Vilar-Clavero,35,Masculino,Jujuy,Medio,Writer
1248,Encarna Antón Ropero,56,Masculino,La Rioja,Bajo,Retail merchandiser
1249,Pío Rivas,66,Masculino,Salta,Bajo,"Pharmacist, hospital"
1250,Abigaíl Gonzalo Francisco,46,Masculino,Corrientes,Medio,Architect
1251,Fanny de Torrent,35,Femenino,Santiago del Estero,Medio,"Geologist, wellsite"
1252,Concepción de Manzanares,61,Otro,Entre Ríos,Bajo,Local government officer
1253,Patricia Salvà-Font,25,Masculino,Corrientes,Medio,Waste management officer
1254,Tomasa Reyes Peiró Mendoza,71,Femenino,Chaco,Medio,Company secretary
1255,Fabiola Quero,48,Femenino,Catamarca,Medio,Dance movement psychotherapist
1256,Emilia Arana Mena,51,Masculino,San Luis,Medio,Armed forces training and education officer
1257,Abel Moreno Saldaña,24,Femenino,Neuquén,Medio,Systems analyst
1258,Pepito Bárcena Díez,53,Femenino,Chaco,Medio,"Engineer, manufacturing systems"
1259,María Luisa Vera-Fernández,35,Femenino,Formosa,Bajo,"Engineer, civil (contracting)"
1260,Nerea de Carretero,55,Femenino,Mendoza,Bajo,Archivist
1261,Ruperta Aznar Peiró,26,Masculino,San Juan,Bajo,Senior tax professional/tax inspector
1262,Azucena Tomé Pineda,26,Femenino,Santa Fe,Medio,Cabin crew
1263,Casandra Guerra Hidalgo,63,Femenino,Río Negro,Medio,Food technologist
1264,Geraldo Barco Solera,25,Femenino,Buenos Aires,Alto,Sports administrator
1265,Filomena Albero Perales,68,Femenino,Chaco,Medio,Midwife
1266,Nicanor Mate,52,Masculino,San Juan,Bajo,"Nurse, adult"
1267,Juan Manuel Rocha Vall,35,Otro,Entre Ríos,Bajo,"Scientist, water quality"
1268,Nazario Giralt Isern,22,Femenino,Santa Cruz,Bajo,Speech and language therapist
1269,Rodolfo de Menendez,31,Masculino,Río Negro,Medio,"Copywriter, advertising"
1270,Vera Rosales Dávila,45,Masculino,Santa Fe,Medio,Bookseller
1271,Hermenegildo de Cárdenas,47,Femenino,La Pampa,Alto,Emergency planning/management officer
1272,Sergio Somoza Cañizares,21,Masculino,Santa Cruz,Medio,"Designer, interior/spatial"
1273,Gabriel Cazorla Zamorano,56,Masculino,Santa Fe,Medio,Health and safety inspector
1274,Eligia Ayuso Carbajo,37,Masculino,Santa Fe,Medio,Photographer
1275,Nereida Lago Grau,42,Masculino,Santa Fe,Alto,"Education officer, environmental"
1276,Guadalupe Castañeda-Palmer,45,Masculino,San Luis,Medio,Quality manager
1277,Andrés Felipe Marco-Rey,29,Masculino,Tierra del Fuego,Medio,"Surveyor, land/geomatics"
1278,Marcos Borrell Bauzà,19,Masculino,San Luis,Medio,Restaurant manager
1279,Wálter Palomares Pazos,60,Femenino,San Juan,Medio,"Designer, graphic"
1280,Rómulo Porcel Solé,31,Femenino,San Luis,Medio,Clinical research associate
1281,Ignacio Julio Valcárcel Mateu,39,Masculino,La Pampa,Bajo,"Accountant, chartered certified"
1282,Rosalva Casas-Batalla,48,Masculino,Catamarca,Bajo,"Therapist, art"
1283,José Ángel Gomis Barbero,40,Femenino,Entre Ríos,Medio,Psychiatrist
1284,Rolando Marquez Urrutia,65,Masculino,Santa Cruz,Medio,"Scientist, clinical (histocompatibility and immunogenetics)"
1285,Casandra Blanca,37,Masculino,San Luis,Bajo,Television/film/video producer
1286,Dimas Bermúdez Ferreras,55,Masculino,Jujuy,Bajo,"Pilot, airline"
1287,Agapito Gimenez Huguet,72,Femenino,Río Negro,Bajo,Land/geomatics surveyor
1288,Ramón Sureda-Gallego,21,Femenino,Chubut,Medio,Customer service manager
1289,Ciriaco Escribano Piña,32,Femenino,Santa Cruz,Bajo,Hospital pharmacist
1290,Félix Bueno Garrido,41,Femenino,Formosa,Bajo,Manufacturing systems engineer
1291,Lola Juliá Lobo,42,Femenino,Entre Ríos,Bajo,Broadcast presenter
1292,Julie Petrona Fernández Montalbán,18,Masculino,La Pampa,Bajo,Social researcher
1293,Teófilo Dimas Cabañas Iñiguez,24,Femenino,Río Negro,Medio,Lobbyist
1294,María Fernanda Ángel-Azcona,74,Masculino,Corrientes,Bajo,Electrical engineer
1295,Francisca Ortega Pol,48,Femenino,Neuquén,Medio,Community arts worker
1296,Leandro Sarmiento Cazorla,29,Femenino,Tucumán,Medio,Marine scientist
1297,Juanito Lara Vera,59,Femenino,Santa Fe,Alto,Copy
1298,Jose Manuel Rozas,22,Masculino,Santa Cruz,Bajo,Recycling officer
1299,Eloísa Hoz Alonso,61,Masculino,Tierra del Fuego,Bajo,"Research officer, government"
1300,Domitila Berrocal Jaén,67,Femenino,Salta,Bajo,Horticultural consultant
1301,Berta Mateos Mercader,59,Femenino,Córdoba,Bajo,Associate Professor
1302,Heraclio Ocaña Chico,55,Femenino,Neuquén,Medio,Physiological scientist
1303,Jesusa Tena Donaire,29,Masculino,Entre Ríos,Bajo,Oceanographer
1304,Ainoa Burgos,56,Femenino,Corrientes,Bajo,Biomedical scientist
1305,Ciro Mendoza Córdoba,35,Femenino,CABA,Alto,Cytogeneticist
1306,Tecla Jara,19,Femenino,Mendoza,Medio,Tour manager
1307,Aníbal Olmedo,27,Femenino,Tierra del Fuego,Bajo,Banker
1308,Jorge Alberola Roig,32,Femenino,Córdoba,Bajo,Engineering geologist
1309,Isabela Tejada Tamarit,47,Femenino,Chubut,Bajo,"Clinical scientist, histocompatibility and immunogenetics"
1310,Lupe Mendoza Escobar,61,Femenino,Santa Cruz,Alto,Accounting technician
1311,Carlos de Cueto,34,Otro,Buenos Aires,Medio,"Designer, exhibition/display"
1312,Tania Vila Somoza,21,Masculino,San Juan,Medio,Osteopath
1313,Benigno Soler Pinedo,24,Masculino,Neuquén,Alto,Teaching laboratory technician
1314,Jeremías Noguera Coll,58,Femenino,Tierra del Fuego,Medio,Hydrographic surveyor
1315,Nacho Camacho Sancho,48,Femenino,Jujuy,Bajo,Human resources officer
1316,Sofía del Marí,68,Femenino,Catamarca,Medio,Clinical biochemist
1317,Patricia Cadenas Ibáñez,72,Femenino,Chubut,Medio,Horticultural therapist
1318,Eugenia Mur-Arco,56,Masculino,Tucumán,Alto,Economist
1319,Nydia Hervás-Mendizábal,72,Femenino,Mendoza,Medio,Air cabin crew
1320,Eva Prat Montes,51,Femenino,Entre Ríos,Medio,Estate manager/land agent
1321,Gabriel Patiño Cervantes,23,Masculino,Santiago del Estero,Alto,Civil Service fast streamer
1322,Felipe Carnero,67,Masculino,Santa Fe,Bajo,Passenger transport manager
1323,Roque Tito Alba Morales,55,Femenino,CABA,Alto,"Surveyor, hydrographic"
1324,Carmen Badía-Márquez,62,Masculino,Formosa,Bajo,Microbiologist
1325,Gisela Gelabert Bernad,68,Femenino,Salta,Medio,Midwife
1326,Cintia Anaya-Mármol,51,Masculino,San Juan,Bajo,Environmental education officer
1327,Alicia Piñol Marcos,61,Femenino,Mendoza,Medio,"Designer, multimedia"
1328,Mariano del Riba,32,Femenino,Buenos Aires,Medio,Aid worker
1329,Elisabet Goicoechea Haro,31,Femenino,La Rioja,Bajo,Furniture conservator/restorer
1330,Mayte Madrigal Sarabia,23,Masculino,Santa Cruz,Alto,Accounting technician
1331,Imelda Pi Iborra,67,Femenino,Santa Cruz,Medio,"Designer, jewellery"
1332,Elpidio Calvet Palma,54,Masculino,Santa Fe,Medio,"Therapist, sports"
1333,María Manuela Torralba Buendía,67,Masculino,Chubut,Bajo,"Geneticist, molecular"
1334,Isa Lluch Garcia,49,Otro,Entre Ríos,Alto,Recruitment consultant
1335,Andrés Boix Aragón,20,Femenino,Neuquén,Bajo,Information officer
1336,Concepción Valencia Flor,20,Femenino,Catamarca,Bajo,Accounting technician
1337,Francisca Lamas Pelayo,39,Masculino,Córdoba,Bajo,Technical sales engineer
1338,Florentina Delia Gallo Fuente,39,Masculino,Mendoza,Medio,"Lighting technician, broadcasting/film/video"
1339,Vidal Aramburu Baños,27,Masculino,La Rioja,Alto,Forensic scientist
1340,Julieta Rico Arana,68,Femenino,San Luis,Bajo,Industrial buyer
1341,Ciro Barberá Mayo,20,Femenino,San Juan,Bajo,Homeopath
1342,Marina Ayuso,29,Femenino,Tucumán,Medio,Art gallery manager
1343,Tomás Palacio Pou,46,Femenino,Buenos Aires,Medio,Metallurgist
1344,Máxima Villegas Benavent,65,Masculino,Corrientes,Medio,Call centre manager
1345,Lupe del Girona,34,Masculino,La Rioja,Bajo,"Engineer, automotive"
1346,Vanesa Manu Paredes Amorós,24,Masculino,Jujuy,Medio,Arboriculturist
1347,Bruno Cortés Montes,30,Masculino,La Rioja,Bajo,Occupational therapist
1348,Olegario Segarra Tomas,73,Masculino,La Pampa,Alto,English as a second language teacher
1349,Martina Sanabria-Pont,19,Femenino,Chaco,Medio,"Scientist, marine"
1350,Francisca del Chico,21,Masculino,San Luis,Medio,"Production designer, theatre/television/film"
1351,Valentina Eugenia Sebastián Ferrández,27,Femenino,Córdoba,Bajo,Graphic designer
1352,Carmina Lillo Gras,56,Masculino,Formosa,Bajo,Ophthalmologist
1353,Luz Amor Ríos,41,Otro,Santa Cruz,Bajo,Retail manager
